order_id,order_date,customer_id,product_id,quantity,sales,profit,region
1113,2024-11-06,280,5,4,4722.3,938.16,West
1114,2024-05-02,96,17,4,1446.82,165.5,West
1115,2024-02-05,91,16,1,804.71,169.01,West
1116,2024-09-23,188,11,4,1481.35,368.3,East
1117,2023-11-25,118,17,3,932.55,195.74,South
1118,2024-01-11,269,17,2,680.08,165.43,North
1119,2024-10-02,444,1,1,965.04,97.87,East
1120,2024-01-01,75,1,3,2956.35,273.22,North
1121,2023-09-11,391,12,2,1480.77,220.13,North
1122,2024-12-05,186,3,1,386.06,56.78,West
1123,2023-06-23,474,4,3,931.04,141.28,East
1124,2024-11-04,485,1,4,4463.35,914.86,East
1125,2023-10-01,315,15,4,3545.94,650.09,West
1126,2023-11-21,376,15,1,991.36,164.43,South
1127,2023-04-11,110,9,5,3648.34,372.18,South
1128,2023-12-11,441,16,2,1724.5,445.82,West
1129,2023-06-20,51,8,3,453.97,72.61,North
1130,2023-07-26,75,8,4,585.56,156.0,North
1131,2024-07-02,479,3,1,404.77,55.99,South
1132,2024-08-10,493,2,3,144.73,18.77,West
1133,2024-08-15,497,12,1,708.37,109.16,North
1134,2024-08-03,38,3,1,478.71,88.35,West
1135,2023-12-22,6,6,2,2319.02,517.93,North
1136,2024-05-31,333,11,3,1149.58,201.45,West
1137,2023-11-17,274,16,5,3945.5,664.84,East
1138,2024-06-11,372,8,5,722.8,179.22,South
1139,2023-01-20,122,8,2,303.74,58.79,North
1140,2024-08-13,322,17,2,710.6,160.15,South
1141,2023-10-02,188,6,4,4810.96,948.71,East
1142,2024-03-20,156,18,5,5240.99,1257.08,West
1143,2024-06-18,298,7,1,1286.04,233.73,South
1144,2023-06-04,104,16,2,1847.65,458.99,West
1145,2024-02-25,297,1,4,3834.04,1007.0,North
1146,2024-10-11,113,17,1,325.28,55.54,North
1147,2024-10-23,177,6,3,2896.52,669.41,North
1148,2024-02-20,242,7,2,2602.48,294.06,North
1149,2023-09-09,126,14,1,348.88,51.75,East
1150,2024-07-27,214,14,4,1466.9,253.55,East
1151,2023-07-26,168,11,1,318.25,35.01,North
1152,2023-10-12,364,5,3,3646.25,432.87,South
1153,2024-05-12,391,11,1,380.99,35.12,North
1154,2023-11-18,283,1,1,1040.23,281.67,East
1155,2024-01-08,316,8,4,614.81,168.99,West
1156,2023-05-24,199,7,4,5201.03,1069.41,West
1157,2023-05-04,114,10,5,287.39,75.4,North
1158,2023-09-15,341,16,5,4310.91,430.46,North
1159,2023-05-06,35,18,5,5025.95,748.62,West
1160,2024-02-04,62,4,5,1955.71,476.55,East
1161,2023-08-12,192,6,4,3842.11,455.42,South
1162,2024-03-26,447,9,3,1959.11,528.64,East
1163,2024-05-17,28,7,1,1419.77,332.11,North
1164,2023-11-21,266,9,1,679.36,125.32,West
1165,2023-10-12,346,11,2,781.56,223.63,East
1166,2024-05-01,420,7,3,4478.93,1167.66,South
1167,2024-10-22,427,12,1,907.98,193.65,West
1168,2024-12-08,258,8,1,163.99,37.35,East
1169,2024-07-19,131,4,3,1043.57,230.18,South
1170,2024-12-02,374,7,3,3763.37,1018.86,West
1171,2024-02-02,392,14,4,1105.46,322.09,East
1172,2023-11-05,435,14,3,851.81,222.32,North
1173,2023-11-01,375,16,2,1583.29,436.76,East
1174,2024-10-08,461,6,4,4053.39,1048.59,East
1175,2023-02-04,419,8,4,548.23,53.52,South
1176,2024-04-27,255,14,4,1373.42,389.82,South
1177,2024-03-08,287,15,3,3413.48,889.05,North
1178,2024-12-16,76,15,2,1914.18,181.08,East
1179,2024-09-08,46,9,4,2858.05,573.04,North
1180,2024-04-09,131,15,3,3253.62,805.71,South
1181,2024-10-07,163,6,2,2103.81,465.03,West
1182,2024-02-15,367,6,1,977.57,143.92,East
1183,2023-03-26,36,16,5,3835.46,517.45,East
1184,2024-08-31,449,18,2,1963.79,499.55,North
1185,2024-04-07,418,15,3,3062.69,740.37,West
1186,2023-06-27,196,3,3,1393.17,364.86,South
1187,2023-07-23,43,10,3,151.01,24.29,South
1188,2024-01-22,60,5,4,5241.82,1439.17,North
1189,2023-01-22,389,6,2,2412.17,682.85,North
1190,2024-10-03,148,9,5,3093.07,307.99,West
1191,2023-07-23,93,5,4,4334.28,1159.0,North
1192,2024-02-15,217,9,1,693.2,147.02,South
1193,2023-04-02,372,7,2,3180.71,373.5,South
1194,2023-05-01,469,15,5,4423.2,865.55,West
1195,2024-11-20,275,17,4,1419.16,183.62,East
1196,2023-07-15,201,14,2,725.13,187.77,West
1197,2023-10-22,84,5,3,3733.73,612.54,West
1198,2023-07-31,199,7,4,5786.13,1729.74,West
1199,2024-11-24,358,6,3,2922.9,349.82,West
1200,2023-01-30,190,8,2,275.47,37.9,East
1201,2024-04-06,320,4,5,2007.86,323.91,East
1202,2023-03-29,421,14,4,1106.36,120.93,South
1203,2024-12-10,318,6,3,3113.7,394.47,South
1204,2024-12-26,408,18,4,3647.9,771.1,North
1205,2023-04-08,64,9,1,681.51,62.33,South
1206,2024-04-27,458,3,2,984.38,294.61,East
1207,2024-12-27,25,4,5,1926.11,173.37,South
1208,2024-05-31,406,11,3,1093.84,160.3,East
1209,2024-11-18,86,8,4,564.45,165.37,North
1210,2023-02-12,48,16,5,4414.53,605.96,East
1211,2024-05-19,157,18,5,5235.25,1429.94,West
1212,2023-04-02,191,13,2,98.6,19.39,North
1213,2023-09-24,88,15,2,1829.58,164.14,West
1214,2024-05-26,186,18,2,2062.85,543.88,West
1215,2024-03-16,353,16,3,2428.59,662.83,East
1216,2023-09-28,20,1,5,5078.95,893.24,South
1217,2023-11-20,39,2,2,105.99,19.93,North
1218,2024-07-23,30,9,2,1476.47,331.66,North
1219,2023-02-24,74,15,4,3743.78,344.45,West
1220,2023-02-06,266,10,2,113.27,13.14,West
1221,2024-03-22,254,4,4,1280.99,354.76,West
1222,2023-02-11,171,16,4,3394.55,1010.01,South
1223,2024-05-11,467,6,5,5281.45,553.22,North
1224,2023-05-07,322,13,2,99.56,12.43,South
1225,2023-07-04,132,4,3,1182.4,289.67,East
1226,2024-07-30,138,17,3,1185.22,247.53,South
1227,2023-01-05,259,2,5,250.01,51.4,South
1228,2023-03-20,244,17,4,1318.43,249.95,West
1229,2023-12-03,192,12,1,692.62,159.23,South
1230,2024-02-08,115,13,1,50.14,14.26,North
1231,2023-11-28,2,4,1,324.13,31.71,North
1232,2024-04-09,260,14,4,1333.51,185.69,North
1233,2023-12-04,217,15,1,1165.12,261.4,South
1234,2023-11-29,124,4,4,1622.77,486.77,North
1235,2023-05-13,49,18,5,4277.59,388.02,East
1236,2023-11-27,256,15,3,3344.26,814.78,West
1237,2024-09-08,481,7,5,6793.3,1139.57,South
1238,2023-09-03,154,6,2,2422.52,655.08,North
1239,2023-01-22,168,15,1,1130.66,130.98,North
1240,2023-10-19,274,14,4,1340.42,388.69,East
1241,2023-05-04,392,11,2,664.53,170.28,East
1242,2024-12-02,394,9,3,2071.28,329.31,East
1243,2024-01-12,240,18,1,935.78,175.66,South
1244,2024-05-02,430,9,4,2504.94,531.24,South
1245,2024-03-08,457,18,1,1015.26,218.33,West
1246,2024-10-07,265,5,4,4552.52,404.7,East
1247,2024-04-19,14,12,3,2524.55,561.65,West
1248,2024-05-22,65,6,2,2155.05,479.26,North
1249,2023-10-25,120,12,1,793.85,77.34,East
1250,2023-11-04,267,11,4,1268.65,137.16,East
1251,2023-09-12,141,7,3,4246.79,615.81,South
1252,2024-07-18,426,11,1,309.9,27.87,West
1253,2024-06-06,263,16,1,844.54,85.12,East
1254,2023-09-17,277,4,5,1724.27,360.07,South
1255,2023-01-17,348,14,5,1430.56,322.66,East
1256,2023-07-06,290,9,2,1472.59,132.47,West
1257,2024-12-22,465,4,4,1355.65,283.58,South
1258,2024-11-17,288,15,4,4050.23,1043.84,West
1259,2023-07-11,126,11,3,970.36,94.33,East
1260,2023-09-23,192,17,5,1965.58,203.23,South
1261,2023-01-19,79,6,5,4591.19,485.15,West
1262,2024-11-02,219,9,2,1332.42,309.38,North
1263,2024-05-13,403,6,5,5044.76,1306.03,South
1264,2024-01-05,374,9,5,3535.62,1032.02,West
1265,2023-11-06,323,1,4,3567.14,391.4,South
1266,2023-04-25,138,10,2,124.55,29.04,South
1267,2023-01-28,8,4,2,659.65,146.9,South
1268,2024-03-22,257,7,2,3087.54,829.94,South
1269,2023-07-15,227,18,5,4110.72,1024.96,West
1270,2024-04-30,372,7,2,2749.86,290.44,South
1271,2024-12-20,170,2,2,97.71,18.24,East
1272,2024-04-05,322,1,1,1035.5,128.71,South
1273,2024-02-06,375,18,5,4063.87,332.15,East
1274,2024-03-01,442,2,4,218.31,52.87,East
1275,2024-07-21,96,18,5,5326.76,469.52,West
1276,2024-05-12,174,12,4,3216.74,770.14,North
1277,2023-08-26,152,15,4,4360.56,855.66,East
1278,2024-08-13,373,8,4,555.23,52.18,North
1279,2024-04-29,117,5,4,4141.82,898.75,West
1280,2024-04-04,254,17,3,1126.31,95.26,West
1281,2023-07-16,422,14,3,956.27,168.67,West
1282,2023-08-13,192,18,5,4778.82,1102.45,South
1283,2024-11-03,154,4,5,1782.34,488.89,North
1284,2024-03-02,236,4,4,1575.76,359.41,East
1285,2024-04-28,100,16,3,2810.92,747.13,West
1286,2023-08-01,356,15,5,4816.99,1179.37,East
1287,2023-05-13,80,1,4,3666.1,419.36,West
1288,2023-04-14,240,11,4,1528.49,439.4,South
1289,2023-11-07,128,11,4,1303.35,263.93,North
1290,2024-01-03,95,16,1,956.98,151.73,East
1291,2023-06-28,19,17,2,777.36,215.16,West
1292,2023-03-07,408,11,1,336.21,35.33,North
1293,2023-05-04,253,5,2,2366.59,442.55,North
1294,2023-12-30,18,10,3,184.55,46.03,North
1295,2023-10-01,220,8,5,815.54,218.36,West
1296,2024-09-10,320,15,5,5384.95,1267.67,East
1297,2024-04-13,490,17,4,1609.44,396.35,South
1298,2024-09-17,47,15,1,1059.43,284.82,South
1299,2024-07-29,301,5,1,1010.55,104.28,West
1300,2023-07-30,476,10,1,63.83,7.31,West
1301,2024-12-26,482,6,3,3153.99,603.35,West
1302,2023-06-07,171,11,1,367.38,56.43,South
1303,2023-05-06,28,4,2,791.07,139.71,North
1304,2023-01-07,156,17,4,1318.09,340.08,West
1305,2023-10-21,64,15,3,3086.16,304.76,South
1306,2024-02-29,299,5,3,3349.24,757.93,East
1307,2024-06-26,54,10,2,111.69,14.54,East
1308,2024-02-28,150,7,4,6297.12,1747.92,West
1309,2024-11-29,389,1,5,4854.82,420.17,North
1310,2023-01-11,482,14,2,683.16,132.41,West
1311,2023-03-28,327,1,1,964.19,162.33,North
1312,2024-03-20,393,9,2,1173.14,289.79,South
1313,2024-08-11,399,11,2,616.03,134.88,West
1314,2023-10-30,52,5,5,5679.5,1561.14,East
1315,2023-11-08,109,3,5,2343.4,349.2,West
1316,2023-01-09,427,18,3,3058.58,850.43,West
1317,2023-05-31,400,16,5,4562.24,812.82,East
1318,2024-07-11,228,5,2,2408.04,520.14,West
1319,2024-12-15,213,6,4,4087.68,1057.09,North
1320,2023-07-22,180,12,4,3553.33,350.15,North
1321,2023-12-09,138,16,5,4179.66,995.4,South
1322,2024-06-16,102,4,2,820.53,116.9,West
1323,2024-06-07,5,17,1,360.64,70.21,South
1324,2023-01-24,378,12,2,1386.13,353.81,East
1325,2023-09-22,63,2,5,229.83,57.53,South
1326,2024-06-01,498,12,4,2847.85,265.39,West
1327,2023-09-23,354,18,3,2898.72,457.95,West
1328,2024-10-28,390,12,1,902.15,161.23,West
1329,2023-01-06,33,13,5,256.6,76.02,South
1330,2024-08-02,411,14,5,1706.53,488.51,North
1331,2024-09-01,418,15,5,4745.64,692.03,West
1332,2024-11-19,126,17,5,1594.13,259.98,East
1333,2023-04-18,286,13,2,98.92,20.59,North
1334,2024-04-10,73,18,3,2475.94,585.71,East
1335,2023-03-25,67,9,4,2369.87,411.11,West
1336,2024-05-02,366,17,2,652.85,63.44,West
1337,2024-02-17,123,13,5,266.64,51.77,West
1338,2023-09-28,54,12,4,3281.7,722.04,East
1339,2024-12-06,173,5,4,5223.59,980.46,West
1340,2023-06-16,442,10,4,205.26,22.16,East
1341,2023-05-13,281,17,4,1611.62,310.88,West
1342,2023-05-01,129,7,5,7422.28,1337.46,South
1343,2023-06-10,105,9,1,755.68,121.86,West
1344,2024-09-08,358,5,1,1279.75,133.44,West
1345,2024-08-08,386,13,3,146.67,28.6,North
1346,2024-01-16,479,3,1,416.21,67.58,South
1347,2024-05-12,310,1,3,2623.67,292.36,North
1348,2024-03-07,403,9,5,2920.58,808.23,South
1349,2023-08-09,474,7,3,3836.93,931.32,East
1350,2023-05-06,346,16,1,874.78,82.99,East
1351,2024-03-03,392,14,1,319.85,47.38,East
1352,2023-12-12,40,4,4,1554.5,286.88,West
1353,2023-05-16,281,3,5,2368.84,452.56,West
1354,2024-04-05,176,10,4,239.4,27.0,West
1355,2023-04-02,156,18,3,3036.84,686.9,West
1356,2024-02-01,169,7,4,5195.86,867.64,South
1357,2023-02-16,99,18,5,5272.22,1454.13,West
1358,2024-10-23,183,1,3,2676.13,311.6,South
1359,2024-08-08,51,14,1,333.54,83.3,North
1360,2024-07-28,432,10,3,178.47,39.56,West
1361,2023-07-17,338,2,1,56.09,11.17,North
1362,2024-08-06,474,3,1,443.52,108.72,East
1363,2023-01-20,171,14,5,1433.47,409.92,South
1364,2023-01-20,320,11,2,659.78,82.66,East
1365,2024-03-30,19,15,5,4526.71,893.48,West
1366,2024-02-16,457,13,3,160.01,30.1,West
1367,2023-12-15,331,6,1,1049.95,179.84,West
1368,2023-11-21,408,6,5,5165.75,516.71,North
1369,2024-07-08,290,6,1,967.82,108.09,West
1370,2023-04-02,491,15,3,2777.29,803.96,East
1371,2023-03-02,11,13,2,107.44,16.28,East
1372,2023-03-01,400,12,1,754.9,76.79,East
1373,2024-02-27,108,13,2,115.72,15.82,South
1374,2023-02-23,307,15,1,939.95,230.73,North
1375,2023-08-31,108,13,5,259.56,63.73,South
1376,2023-04-28,88,3,4,1646.9,247.09,West
1377,2024-02-21,446,16,5,3779.53,326.4,East
1378,2023-01-20,438,4,2,671.97,196.19,South
1379,2023-09-10,415,5,1,1250.07,279.19,West
1380,2023-11-08,127,18,2,1901.18,338.63,West
1381,2023-07-28,24,9,5,3623.96,403.42,North
1382,2023-06-22,267,7,5,7598.18,1506.4,East
1383,2024-07-22,42,9,4,2645.39,212.21,East
1384,2024-09-27,263,7,4,5286.55,1553.49,East
1385,2023-03-03,239,10,1,64.19,11.94,West
1386,2023-09-14,135,6,5,5864.51,959.63,North
1387,2024-10-09,90,9,3,1846.67,489.28,West
1388,2023-02-16,74,9,3,1817.16,358.89,West
1389,2023-11-04,350,15,1,906.83,211.88,East
1390,2024-07-23,413,10,2,130.52,35.66,North
1391,2024-09-17,337,10,2,114.4,29.34,East
1392,2024-10-12,344,14,3,898.97,220.78,East
1393,2023-10-07,473,15,4,3810.71,1128.98,East
1394,2023-08-04,98,4,3,1066.73,226.03,West
1395,2024-12-09,335,16,1,772.74,218.61,South
1396,2024-05-02,262,17,5,1525.24,125.23,West
1397,2024-02-28,330,15,2,2087.24,486.8,West
1398,2024-02-07,124,14,4,1300.35,329.26,North
1399,2024-07-05,131,7,1,1217.85,320.37,South
1400,2024-11-19,450,14,4,1147.93,337.32,North
1401,2024-09-07,166,14,4,1234.13,146.84,South
1402,2023-05-08,181,8,1,144.96,41.45,North
1403,2023-01-10,443,1,4,3721.82,313.94,South
1404,2024-11-27,499,11,3,1185.02,188.09,East
1405,2024-09-20,156,17,1,368.1,94.92,West
1406,2023-08-28,155,8,2,333.23,97.57,East
1407,2023-10-15,66,14,1,320.93,75.38,East
1408,2023-08-03,18,7,5,6041.41,1791.51,North
1409,2023-04-24,54,17,4,1571.77,322.53,East
1410,2023-06-24,18,2,4,201.47,45.36,North
1411,2024-11-19,68,7,5,7398.0,1511.64,East
1412,2024-08-25,327,3,1,393.96,37.15,North
1413,2024-08-06,129,6,3,3533.36,967.51,South
1414,2023-07-16,287,10,3,188.38,16.03,North
1415,2024-09-21,339,17,5,1651.48,335.62,South
1416,2023-01-03,178,13,4,234.1,51.74,West
1417,2023-11-27,228,5,1,1140.3,340.86,West
1418,2023-05-05,326,1,3,3188.78,582.43,South
1419,2024-06-13,459,17,3,1145.05,314.24,West
1420,2023-02-18,280,7,2,2634.18,454.17,West
1421,2023-11-20,132,8,4,503.21,61.8,East
1422,2024-08-08,407,4,1,391.33,116.56,South
1423,2024-12-07,306,11,2,689.77,66.48,North
1424,2023-07-21,406,17,2,642.63,95.35,East
1425,2023-01-29,247,5,1,1156.05,298.0,North
1426,2024-10-03,479,6,5,6010.49,1592.25,South
1427,2023-04-21,406,11,2,699.79,203.59,East
1428,2023-12-08,484,16,1,867.91,114.64,East
1429,2024-09-06,446,7,1,1454.36,360.83,East
1430,2024-08-15,482,15,4,3668.53,1080.0,West
1431,2024-01-22,345,4,1,340.52,90.75,West
1432,2023-05-11,480,2,1,43.42,11.14,East
1433,2023-11-05,71,11,1,363.71,63.65,North
1434,2024-11-24,124,18,1,814.07,74.47,North
1435,2024-02-16,130,17,4,1257.38,308.6,North
1436,2024-09-05,7,13,2,112.58,24.46,West
1437,2024-01-29,496,3,4,1745.09,303.97,North
1438,2024-09-26,472,2,5,219.9,49.08,South
1439,2024-04-09,430,15,1,1032.3,216.08,South
1440,2023-04-16,386,8,1,126.1,29.88,North
1441,2023-07-18,171,4,5,2006.34,216.11,South
1442,2023-09-20,220,11,5,1689.96,314.18,West
1443,2024-03-31,498,1,5,4600.87,507.42,West
1444,2023-03-03,457,12,1,715.91,149.34,West
1445,2024-10-29,458,13,5,278.99,41.42,East
1446,2023-05-30,52,18,5,4192.4,620.09,East
1447,2023-10-26,59,17,3,1026.19,83.92,South
1448,2024-11-04,353,16,5,4535.12,420.0,East
1449,2024-07-26,291,9,5,3696.6,638.97,East
1450,2023-07-25,49,16,2,1795.43,223.13,East
1451,2023-12-16,210,14,1,293.04,54.11,East
1452,2024-09-06,231,16,4,3642.02,974.03,North
1453,2023-12-10,410,9,5,3464.19,596.23,West
1454,2023-04-18,451,17,2,701.49,177.91,East
1455,2024-05-22,442,2,1,45.65,3.69,East
1456,2024-12-10,396,18,2,1721.11,373.93,South
1457,2024-05-07,244,5,2,2481.27,718.5,West
1458,2024-01-20,21,12,3,2201.03,265.3,South
1459,2024-01-07,106,5,1,999.89,158.72,South
1460,2023-04-28,249,7,5,6313.16,1116.73,West
1461,2024-01-04,147,13,5,226.19,19.57,South
1462,2023-10-18,467,8,2,265.75,73.02,North
1463,2023-12-14,437,4,2,790.85,106.06,South
1464,2023-01-23,41,8,2,265.91,36.59,North
1465,2023-01-22,426,2,1,54.33,5.99,West
1466,2023-12-13,459,1,1,1136.85,167.25,West
1467,2024-01-14,65,16,2,1878.75,423.47,North
1468,2024-09-30,418,9,5,3718.6,1016.09,West
1469,2023-05-02,293,13,1,46.73,13.24,West
1470,2023-07-16,282,3,2,889.76,207.1,West
1471,2024-09-05,422,1,3,2971.61,653.61,West
1472,2024-09-22,139,4,1,368.68,98.8,West
1473,2023-06-02,75,6,3,3049.66,279.71,North
1474,2023-05-10,315,1,3,3337.23,977.96,West
1475,2023-08-03,28,11,4,1501.82,379.4,North
1476,2023-03-08,198,8,5,662.98,109.65,North
1477,2024-01-19,62,9,5,3351.61,610.46,East
1478,2024-12-30,258,13,3,150.43,35.02,East
1479,2024-04-30,283,9,4,2504.83,421.33,East
1480,2024-10-27,291,13,5,225.65,28.95,East
1481,2024-04-07,307,6,2,2360.27,394.4,North
1482,2024-03-11,49,11,3,1175.14,241.73,East
1483,2023-09-18,335,11,3,1072.95,117.54,South
1484,2023-10-30,273,7,1,1384.02,217.77,East
1485,2023-02-12,461,4,5,1780.69,385.78,East
1486,2024-04-06,231,2,4,196.69,33.43,North
1487,2023-11-21,367,2,4,185.66,15.86,East
1488,2023-08-28,29,13,4,194.13,18.77,North
1489,2023-10-29,321,12,1,879.55,169.59,West
1490,2023-10-11,341,17,1,398.7,40.53,North
1491,2024-01-04,289,3,1,382.63,47.47,West
1492,2024-11-22,214,6,2,2034.06,298.19,East
1493,2023-07-15,17,15,3,3262.81,977.4,West
1494,2023-09-25,451,11,5,1515.26,221.05,East
1495,2024-02-18,35,3,3,1490.77,388.81,West
1496,2024-04-28,462,10,1,59.63,17.75,South
1497,2024-02-12,355,17,2,655.44,156.74,North
1498,2024-04-30,242,12,2,1480.36,309.6,North
1499,2024-04-24,235,14,5,1710.14,310.4,North
1500,2023-11-17,376,7,1,1545.26,269.39,South
1501,2023-08-03,468,7,4,5526.72,1479.21,East
1502,2024-01-19,477,2,1,44.51,12.12,North
1503,2023-01-10,185,18,3,2797.07,629.19,West
1504,2023-12-14,356,4,3,994.49,172.7,East
1505,2024-12-08,60,1,4,4086.99,620.15,North
1506,2024-08-04,348,6,1,1156.37,327.1,East
1507,2023-12-05,130,2,2,101.2,25.89,North
1508,2024-08-10,96,9,5,3704.49,1095.19,West
1509,2024-02-05,118,10,2,100.0,16.5,South
1510,2023-04-22,16,3,4,1676.9,489.03,South
1511,2023-04-06,20,17,3,966.06,220.72,South
1512,2023-02-02,420,5,2,2542.33,540.86,South
1513,2023-07-11,369,12,1,732.23,205.39,North
1514,2023-10-18,243,16,4,3162.14,455.48,North
1515,2023-03-13,353,14,5,1587.09,255.69,East
1516,2023-06-25,54,17,1,337.79,94.63,East
1517,2023-06-10,231,3,4,2009.75,217.88,North
1518,2024-05-04,454,11,4,1508.2,249.73,North
1519,2023-05-14,456,12,2,1771.85,262.49,East
1520,2023-06-12,364,1,4,4163.37,1193.28,South
1521,2023-07-27,437,9,5,3355.34,773.96,South
1522,2023-07-26,415,6,3,2756.18,307.02,West
1523,2024-02-13,150,16,1,888.91,119.38,West
1524,2024-08-05,175,18,3,3100.32,561.92,North
1525,2023-02-10,493,6,5,5708.41,818.25,West
1526,2023-12-22,81,8,4,619.61,146.58,South
1527,2024-02-05,9,16,3,2672.79,690.11,South
1528,2024-03-01,95,2,2,92.15,25.62,East
1529,2024-04-13,285,17,4,1374.69,309.3,South
1530,2023-04-08,275,1,5,4900.71,1411.66,East
1531,2023-06-11,141,5,2,2175.11,474.56,South
1532,2024-11-13,440,13,3,174.61,40.78,East
1533,2024-05-20,92,9,2,1307.19,323.67,East
1534,2024-01-13,366,15,1,902.96,93.14,West
1535,2024-02-24,492,16,3,2552.88,346.19,East
1536,2023-02-15,215,16,5,4268.64,410.23,South
1537,2024-01-26,209,13,4,198.77,33.36,West
1538,2024-02-11,130,5,2,2018.31,272.74,North
1539,2023-12-01,453,6,2,2242.43,408.42,North
1540,2023-03-11,160,15,4,3618.9,812.61,West
1541,2023-05-24,406,14,4,1275.6,180.38,East
1542,2023-06-24,476,5,2,2550.31,544.59,West
1543,2023-10-29,417,6,2,1908.76,464.05,South
1544,2023-03-21,189,11,2,739.65,61.0,West
1545,2023-06-07,284,13,3,153.41,18.28,West
1546,2024-11-22,71,18,1,941.01,166.8,North
1547,2024-10-12,249,13,1,56.65,12.52,West
1548,2024-02-04,268,3,1,464.75,82.58,West
1549,2023-01-05,38,12,5,3489.11,568.82,West
1550,2023-09-13,324,7,2,2711.9,359.27,West
1551,2023-01-17,17,9,1,655.59,195.13,West
1552,2023-07-16,168,11,3,1112.06,104.42,North
1553,2024-11-11,48,8,1,132.61,15.48,East
1554,2024-06-08,264,13,4,184.75,28.08,East
1555,2024-10-03,188,13,5,237.02,29.76,East
1556,2024-02-09,154,10,5,321.42,34.26,North
1557,2023-04-19,442,11,2,676.22,79.93,East
1558,2024-10-31,403,15,4,3893.25,644.8,South
1559,2023-08-14,434,9,4,2349.77,609.34,North
1560,2024-01-13,369,12,5,3483.7,957.32,North
1561,2023-11-05,213,14,4,1384.66,262.96,North
1562,2024-12-30,435,16,1,871.98,259.78,North
1563,2023-06-25,67,18,5,4331.63,436.82,West
1564,2024-10-08,97,14,3,1018.86,233.46,West
1565,2023-12-07,185,12,2,1453.63,359.89,West
1566,2024-11-13,52,7,3,4197.41,645.24,East
1567,2024-08-22,117,2,5,244.55,47.06,West
1568,2024-05-30,250,10,2,117.09,34.83,South
1569,2023-01-22,83,4,2,743.33,206.12,South
1570,2023-08-31,500,1,3,3238.81,798.67,West
1571,2023-03-23,286,6,5,4673.79,759.0,North
1572,2023-07-26,410,14,3,868.74,108.56,West
1573,2023-09-01,439,3,1,494.1,104.54,East
1574,2023-12-03,403,5,4,4164.84,624.14,South
1575,2024-06-17,94,6,1,1158.33,198.39,South
1576,2023-01-25,184,9,3,1856.02,447.73,South
1577,2023-09-06,271,5,3,3194.94,293.6,East
1578,2024-12-04,396,3,2,931.0,120.04,South
1579,2024-06-17,470,9,4,2545.68,451.4,West
1580,2023-03-08,334,7,1,1554.93,148.34,West
1581,2023-02-23,145,4,2,747.04,83.02,East
1582,2023-05-09,230,8,2,258.85,54.46,North
1583,2023-08-30,387,2,2,99.48,17.29,West
1584,2023-11-15,421,8,4,529.83,65.41,South
1585,2023-06-30,4,1,4,4165.84,611.05,West
1586,2024-04-04,148,7,5,7971.26,990.89,West
1587,2023-03-23,312,17,4,1604.71,255.32,East
1588,2023-06-21,403,4,4,1426.8,246.83,South
1589,2024-03-19,476,8,5,787.07,204.88,West
1590,2023-01-21,321,18,4,4008.76,697.63,West
1591,2023-11-04,254,17,1,365.05,41.48,West
1592,2023-09-21,90,16,2,1667.16,245.55,West
1593,2024-01-20,489,10,3,174.4,32.4,West
1594,2023-05-20,60,10,3,181.88,22.38,North
1595,2023-01-05,326,13,2,89.55,17.03,South
1596,2024-05-18,415,11,3,1028.83,176.42,West
1597,2024-01-18,232,2,4,191.96,28.36,East
1598,2023-03-14,73,8,5,713.49,63.17,East
1599,2024-01-30,12,9,1,753.39,87.18,East
1600,2023-09-19,426,13,4,224.19,55.0,West
1601,2024-06-05,358,14,3,1022.4,224.62,West
1602,2024-12-14,131,5,3,3047.33,502.12,South
1603,2023-09-10,166,18,4,3455.09,302.64,South
1604,2024-10-08,86,7,3,4467.94,385.21,North
1605,2023-09-25,4,11,2,726.36,209.0,West
1606,2023-09-18,230,3,2,817.94,169.51,North
1607,2023-01-13,127,2,2,88.4,8.87,West
1608,2024-02-12,399,3,4,1866.93,549.46,West
1609,2024-06-14,417,10,1,63.81,17.4,South
1610,2024-03-13,72,18,2,1733.15,253.89,North
1611,2024-11-05,373,9,5,3723.37,777.95,North
1612,2023-04-02,234,7,4,4997.29,1029.31,North
1613,2023-05-27,431,4,3,1007.91,127.09,West
1614,2024-12-16,332,11,4,1332.91,396.07,East
1615,2023-01-02,380,6,4,3784.18,946.89,West
1616,2024-06-21,337,13,4,203.12,29.13,East
1617,2023-06-24,32,9,4,2434.37,294.58,West
1618,2023-07-22,20,9,2,1336.0,254.61,South
1619,2024-04-06,121,9,1,683.45,86.64,East
1620,2023-03-02,91,9,2,1436.95,370.76,West
1621,2023-09-23,291,7,2,3200.74,869.82,East
1622,2024-10-03,189,4,4,1608.61,167.33,West
1623,2023-03-23,355,18,2,1754.6,286.18,North
1624,2023-03-07,334,4,3,1030.46,215.2,West
1625,2024-05-11,110,8,4,615.0,62.84,South
1626,2023-09-30,211,5,1,1246.36,101.69,North
1627,2023-02-12,463,13,5,230.13,44.86,East
1628,2024-01-20,253,7,1,1447.7,430.14,North
1629,2024-05-12,174,9,3,1996.39,307.74,North
1630,2023-12-11,324,14,4,1238.84,341.71,West
1631,2023-09-03,398,6,3,3611.73,817.4,West
1632,2024-09-17,460,3,4,1540.08,243.84,North
1633,2023-04-13,309,4,3,925.92,251.4,East
1634,2023-05-23,317,2,4,171.63,18.37,East
1635,2023-10-14,454,3,5,2487.92,610.33,North
